"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACR","AGS","BATH","BDSP","BLD","BUS","CONP","ELEP","FS","FULP","GASP","HFL","INSP","MHP","MRGI","MRGP","MRGT","MRGX","REFR","RMSP","RNTM","RNTP","RWAT","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FINCP","FPARC","GRNTP","GRPIP","HHL","HHT","HINCP","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","NR","NRC","OCPIP","PARTNER","PLM","PSF","R18","R60","R65","RESMODE","SMOCP","SMX","SRNT","SVAL","TAXP","WIF","WKEXREL","WORKSTAT","BTUNG"
65661,"H",5,3300,3,13,1000000,999480,149,1,1,0,0,1,1,7,0,0,130,2,2,3,3,0,0,0,0,0,0,1,3,2,340,1,1,0,1,1,3,1,0,0,1,100,4,0,0,0,478,0,1,6,0,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
65706,"H",5,1800,3,13,1000000,999480,69,1,1,1,0,1,1,2,2,0,140,2,2,3,3,0,0,0,0,0,3,1,4,0,0,2,1,0,1,1,2,1,0,120000,1,510,6,0,0,0,0,0,1,6,5600,0,4,4,4,1,1,1,3,0,0,0,0,0,66,0,2,0,0,1,0,1,308,0,0,1,27,0,0,0,0
65779,"H",5,2000,3,13,1000000,999480,312,6,1,0,0,1,3,6,0,0,1,1,2,3,3,0,0,0,0,0,0,1,5,2,150,1,1,0,1,1,3,1,0,0,0,1,8,7,800,3,150,101,1,3,800,0,3,1,3,1,1,1,3,4,6,0,0,5,0,0,1,0,1,0,0,2,0,0,1,0,0,1,14,13,0
65812,"H",5,3400,3,13,1000000,999480,67,1,1,1,0,1,3,2,2,0,100,2,2,3,3,0,0,0,0,0,3,1,5,0,0,1,1,0,1,2,2,1,0,50000,1,1200,3,0,0,0,0,0,1,4,1870,0,4,4,4,1,1,1,6,0,0,0,0,0,101,0,1,0,0,0,0,1,223,0,0,1,7,0,0,0,0
65888,"H",5,3400,3,13,1000000,999480,99,3,1,1,0,1,3,2,2,0,100,2,2,110,1,850,0,1,680,1,1,1,6,0,0,1,1,0,1,1,1,1,0,90000,1,550,3,7,34500,2,0,0,1,3,34500,1,2,4,2,1,1,1,5,0,3,1,0,2,33,0,1,0,1,1,0,2,936,3,0,1,6,1,13,13,74723
65914,"H",5,2700,3,13,1000000,999480,60,1,1,1,0,1,3,2,2,0,50,2,2,130,1,610,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,155000,1,280,6,0,0,0,0,0,1,6,50800,0,4,4,4,1,1,1,4,0,0,0,0,0,10,0,1,0,0,1,1,1,421,0,0,1,32,0,0,0,123000
66110,"H",5,1102,3,13,1000000,999480,59,2,1,0,0,1,2,6,0,0,40,2,2,3,3,0,0,0,0,0,0,1,5,2,850,1,1,0,1,1,3,1,0,0,2,30,7,1,110000,4,893,10,1,1,110000,0,4,4,4,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,2,1,0
66163,"H",5,700,3,13,1000000,999480,277,2,1,1,0,1,3,2,2,0,120,2,2,3,3,0,0,0,0,0,0,1,6,2,700,1,1,0,1,1,3,1,0,0,1,1,6,7,13100,2,820,75,1,3,13100,0,2,2,2,1,1,1,3,1,2,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,14,13,0
66376,"H",5,2400,3,13,1000000,999480,73,2,1,1,0,1,3,3,2,80,200,2,2,3,3,760,0,1,770,1,1,1,6,0,0,1,1,240,1,1,1,1,0,135000,2,540,6,1,143300,4,0,0,1,1,143300,0,4,4,4,1,1,1,4,0,2,0,0,0,11,0,1,0,0,2,0,1,1335,2,0,1,32,2,1,1,0
66425,"H",5,2400,3,13,1000000,999480,72,2,1,1,0,1,3,2,2,0,80,2,2,90,1,700,0,2,750,2,1,1,7,0,0,1,1,0,1,1,1,1,0,150000,1,360,5,1,106000,4,0,0,1,1,106000,0,4,4,4,1,1,1,5,0,2,0,0,0,12,0,1,0,0,0,0,1,1100,3,0,1,23,2,1,1,65703
66468,"H",5,2000,3,13,1000000,999480,101,1,1,2,1,1,3,2,2,0,130,2,2,470,2,650,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,325000,2,120,6,0,0,0,0,0,1,4,33600,0,4,4,4,1,1,1,5,0,0,0,0,0,30,0,1,0,0,0,0,2,847,0,0,1,34,0,0,0,11685
66585,"H",5,2000,3,13,1000000,999480,213,3,1,2,1,1,3,2,2,0,300,2,2,3,2,1200,0,1,500,1,1,1,5,0,0,1,1,0,1,1,1,1,0,80000,4,240,6,1,76900,4,0,0,1,1,76900,0,4,4,4,1,1,1,4,0,3,0,0,0,13,0,1,0,0,0,0,2,820,3,0,1,24,2,1,1,0
66676,"H",5,3500,3,13,1000000,999480,147,2,1,1,0,1,3,2,1,0,250,2,2,3,3,3600,0,1,1500,1,1,1,6,0,0,1,1,300,1,1,1,1,0,250000,2,1200,8,1,135500,4,0,0,1,1,135500,0,4,4,4,1,1,1,4,0,2,0,0,0,19,0,1,0,0,0,0,2,2150,1,0,0,51,2,1,1,0
66751,"H",5,100,3,13,1000000,999480,89,3,1,1,0,1,3,2,2,0,110,2,2,3,3,600,0,1,530,1,1,1,6,0,0,1,1,0,1,1,1,1,0,92000,3,700,5,1,60930,1,0,0,1,1,60930,0,1,1,1,1,1,1,5,1,3,0,0,1,14,0,1,0,1,0,0,1,698,3,0,1,15,2,2,1,0
66841,"H",5,2800,3,13,1000000,999480,70,4,1,1,0,1,4,2,2,0,250,2,2,3,3,350,0,1,900,1,1,1,8,0,0,1,1,400,1,1,1,1,0,250000,2,1400,10,1,100720,2,0,0,1,1,100720,0,2,2,2,1,1,1,3,2,4,0,0,2,20,0,1,0,1,0,0,1,1667,2,0,1,44,2,4,1,0
66904,"H",5,3800,3,13,1000000,999480,73,2,1,1,0,1,3,2,2,0,150,2,2,3,3,0,0,0,0,0,0,1,6,0,0,1,1,0,1,1,4,1,0,0,3,240,3,0,0,0,0,0,1,7,33000,0,4,4,4,1,1,1,5,0,0,0,1,0,0,0,1,0,0,2,1,2,0,0,1,0,0,0,0,0,0
66981,"H",5,2100,3,13,1000000,999480,68,1,1,2,1,1,3,1,2,0,150,2,2,3,3,460,690,0,0,0,3,1,9,0,0,1,1,0,1,1,2,1,0,210000,3,2,7,0,0,0,0,0,1,4,19000,0,4,4,4,1,1,1,5,0,0,0,0,0,19,0,1,0,0,1,0,1,303,0,0,0,15,0,0,0,0
67019,"H",5,2500,3,13,1000000,999480,47,2,1,1,0,1,3,1,2,0,190,2,2,3,3,0,0,0,0,0,0,1,4,2,280,1,1,0,1,1,3,1,0,0,1,540,6,7,17000,4,515,36,1,3,17000,0,4,4,4,1,1,1,3,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,14,13,0
67043,"H",5,600,3,13,1000000,999480,73,4,1,2,1,1,3,2,2,0,300,2,2,3,9,570,0,1,2600,1,1,1,12,0,0,1,1,230,1,1,1,1,0,4e+05,2,360,8,1,84000,3,0,0,1,1,84000,0,1,1,1,1,1,1,4,2,4,0,0,2,45,0,1,0,1,0,0,1,3160,2,0,1,42,2,1,1,0
67113,"H",5,900,3,13,1000000,999480,65,1,1,2,1,1,3,2,2,0,200,2,2,3,3,940,0,1,980,1,1,1,5,0,0,1,1,0,1,1,1,1,0,120000,2,330,8,0,0,0,0,0,2,4,26000,0,4,4,4,1,1,1,4,0,0,0,0,0,56,0,1,0,0,0,0,1,1208,3,0,1,27,0,0,0,0
67240,"H",5,2900,3,13,1000000,999480,104,3,1,2,1,1,5,2,2,0,250,2,2,3,3,1500,0,2,1400,2,1,1,7,0,0,1,1,0,1,1,1,1,0,2e+05,4,480,7,3,101000,1,0,0,1,1,101000,0,1,1,1,1,1,1,3,1,3,0,0,1,23,0,1,0,1,0,0,1,1946,3,0,1,27,1,3,7,0
67254,"H",5,300,3,13,1000000,999480,102,2,1,3,1,1,3,2,2,0,90,2,1000,3,2,520,0,2,1100,2,1,1,7,0,0,1,1,0,1,1,1,1,0,395000,2,260,10,3,49000,4,0,0,1,1,49000,0,4,4,4,1,1,1,3,0,2,0,0,0,35,0,1,0,0,0,0,1,1433,3,0,0,23,1,7,7,0
67291,"H",5,3100,3,13,1000000,999480,24,1,1,0,0,1,7,9,0,0,2,2,2,3,1,0,0,0,0,0,0,1,17,0,0,1,1,0,1,1,4,1,0,0,0,2,7,0,0,0,0,0,2,4,80000,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
67304,"H",5,700,3,13,1000000,999480,61,2,1,1,0,1,4,2,2,0,180,2,2,3,3,450,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,149000,3,180,9,4,42300,4,0,0,1,1,42300,0,4,4,4,1,1,1,3,0,2,0,0,0,9,0,1,0,0,2,2,1,308,0,0,1,20,0,9,9,0
67506,"H",5,1103,3,13,1000000,999480,83,2,1,0,0,1,2,9,0,1100,80,2,2,1,3,700,0,0,0,0,3,1,4,0,0,1,1,0,1,1,2,1,0,625000,2,1,8,1,319000,4,0,0,1,1,319000,0,4,4,4,1,1,1,3,0,2,0,0,0,8,0,1,0,0,0,0,1,2088,0,0,0,68,2,1,1,0
67561,"H",5,1502,3,13,1000000,999480,87,4,1,2,1,1,3,2,2,0,250,2,2,3,3,1000,0,0,0,0,3,1,10,0,0,1,1,0,1,1,2,1,0,3e+05,3,200,7,4,96800,2,0,0,1,1,96800,0,2,2,2,1,1,1,2,2,4,0,0,2,6,0,1,0,1,0,0,1,517,0,0,1,32,1,8,9,0
67769,"H",5,4100,3,13,1000000,999480,36,2,1,3,1,1,3,1,2,0,120,2,2,3,3,400,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,30000,3,2,6,1,49100,4,0,0,1,1,49100,0,4,4,4,1,1,1,6,0,2,0,0,0,6,0,1,0,0,2,2,2,226,0,0,0,19,2,4,1,0
67797,"H",5,1305,3,13,1000000,999480,39,2,1,1,0,1,4,2,2,0,90,2,2,90,1,500,0,2,2400,2,1,1,8,0,0,1,1,0,1,1,1,1,0,285000,2,450,11,1,109000,4,0,0,1,1,109000,0,4,4,4,1,1,1,3,0,2,0,0,0,33,0,1,0,0,0,0,1,2985,3,0,1,51,2,1,1,69085
67893,"H",5,3000,3,13,1000000,999480,179,3,1,1,0,1,4,2,2,0,90,2,2,50,3,0,0,2,480,2,1,1,6,0,0,1,1,0,1,1,1,1,0,10100,2,580,4,1,117700,2,0,0,4,1,117700,1,2,4,2,1,1,1,5,0,3,1,0,1,7,0,1,0,1,0,0,2,670,3,0,1,2,2,4,1,3280
67936,"H",5,2900,3,13,1000000,999480,66,1,1,0,0,1,1,4,0,0,60,1,2,3,3,0,0,0,0,0,0,1,3,2,100,1,1,0,1,1,3,1,0,0,0,50,6,0,0,0,164,23,1,6,8400,0,4,4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0
67987,"H",5,2600,3,13,1000000,999480,114,3,1,2,1,1,3,2,2,0,280,2,2,3,3,650,0,1,760,1,1,1,6,0,0,1,1,0,1,1,1,1,0,125000,2,2,7,7,38000,2,0,0,1,3,38000,0,2,2,2,1,1,1,1,2,3,0,0,2,33,0,1,0,1,0,0,2,1040,3,0,1,14,1,13,13,0
68043,"H",5,2600,3,13,1000000,999480,64,1,1,1,0,1,3,1,2,0,360,2,2,3,3,0,100,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,12000,1,60,7,0,0,0,0,0,1,4,9500,0,4,4,4,1,1,1,5,0,0,0,0,0,47,0,1,0,0,1,0,1,373,0,0,0,1,0,0,0,0
68054,"H",5,2900,3,13,1000000,999480,63,6,1,1,0,1,5,2,2,0,190,1,2,3,3,0,0,0,0,0,0,1,6,2,60,1,1,0,1,1,3,1,0,0,1,600,4,8,14400,2,300,25,1,3,14400,0,2,2,2,1,1,1,1,5,6,0,0,5,0,0,1,0,1,0,0,2,0,0,1,0,0,0,15,15,0
68078,"H",5,2400,3,13,1000000,999480,91,1,1,0,0,1,1,9,0,0,1,2,2,3,3,0,0,0,0,0,3,1,4,0,0,1,1,0,1,1,2,1,0,1e+05,0,1,6,0,0,0,0,0,1,6,33400,0,4,4,4,1,1,1,2,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
68103,"H",5,100,3,13,1000000,999480,71,4,1,2,1,1,3,2,2,0,140,2,2,3,3,430,0,1,570,1,1,1,5,0,0,1,1,0,1,1,1,1,0,85000,4,310,6,2,114000,4,0,0,1,1,114000,0,4,4,4,1,1,1,3,0,4,0,0,0,8,0,1,0,0,1,1,2,736,3,0,1,10,2,8,3,0
68151,"H",5,4000,3,13,1000000,999480,124,1,1,1,0,1,3,2,2,0,100,2,2,3,3,570,0,1,1100,1,1,1,5,0,0,1,1,0,1,1,1,1,0,196000,1,10,8,0,0,0,0,0,1,6,51000,0,4,4,4,1,1,1,4,0,0,0,0,0,28,0,1,0,0,0,0,1,1201,3,0,1,37,0,0,0,0
68276,"H",5,2100,3,13,1000000,999480,24,2,1,1,0,1,5,2,2,0,100,2,300,3,6,840,0,2,940,2,1,1,8,0,0,1,1,0,1,1,1,1,0,105000,1,720,3,4,32400,4,0,0,1,1,32400,0,4,4,4,1,1,1,3,0,2,0,0,0,46,0,1,0,0,1,0,2,1253,3,0,1,16,0,9,9,0
68326,"H",5,3700,3,13,1000000,999480,138,3,1,1,0,1,3,3,2,0,1,2,2,3,3,0,0,0,0,0,0,1,5,2,1400,1,1,0,1,1,3,1,0,0,2,1,6,1,94840,2,1400,18,1,1,94840,0,2,4,2,1,1,1,3,0,3,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,2,1,1,0
68379,"H",5,1502,3,13,1000000,999480,92,1,1,2,1,1,2,2,2,0,90,2,2,3,3,400,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,1e+05,1,250,4,0,0,0,0,0,1,6,21600,0,4,4,4,1,1,1,7,0,0,0,0,0,9,0,1,0,0,1,1,2,161,0,0,1,6,0,0,0,0
68430,"H",5,1203,3,13,1000000,999480,112,1,1,1,0,1,3,2,2,0,1,1,2,3,3,0,0,0,0,0,0,1,5,2,400,1,1,0,1,1,3,1,0,0,2,1,3,0,0,0,400,100,1,4,4800,0,4,4,4,1,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
68432,"H",5,900,3,13,1000000,999480,194,2,1,2,1,1,4,2,2,0,400,2,2,3,3,500,0,2,840,2,1,1,8,0,0,1,1,0,1,1,1,1,0,350000,4,2,6,2,237000,4,0,0,1,1,237000,0,4,4,4,1,1,1,6,0,2,0,0,0,7,0,1,0,0,0,0,2,1449,3,0,1,32,1,3,3,0
68447,"H",5,600,3,13,1000000,999480,84,2,1,1,0,1,3,2,2,0,60,1,2,3,3,0,0,0,0,0,0,1,6,2,400,1,1,0,1,1,3,1,0,0,0,420,2,8,24800,4,495,24,1,3,24800,0,4,4,4,1,1,1,6,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,15,15,0
68470,"H",5,500,3,13,1000000,999480,75,3,1,0,0,1,2,7,0,0,90,2,2,3,3,0,0,0,0,0,0,1,4,2,900,1,1,0,1,1,3,1,0,0,3,400,5,0,0,0,1023,86,4,7,14350,0,4,4,4,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
68490,"H",5,4200,3,13,1000000,999480,114,3,1,2,1,1,4,1,2,0,320,2,2,3,3,900,610,2,600,2,1,1,10,0,0,1,1,0,1,1,1,1,0,46900,3,2,7,5,51300,4,0,0,1,2,84100,0,4,4,4,1,1,1,5,0,2,0,1,0,16,2,1,0,0,0,0,1,1097,3,0,0,14,2,10,10,0
68558,"H",5,700,3,13,1000000,999480,124,4,1,1,0,1,3,2,2,0,300,2,2,3,3,740,0,1,940,1,1,1,7,0,0,1,1,0,1,1,1,1,0,158000,2,840,7,1,75000,3,0,0,1,1,75000,0,3,3,3,1,1,1,3,2,4,0,0,2,21,0,1,0,1,0,0,1,1310,3,0,1,27,2,2,1,0
68659,"H",5,400,3,13,1000000,999480,121,1,1,0,0,1,1,5,0,0,80,2,2,3,3,0,0,0,0,0,0,1,3,2,330,1,1,0,1,1,3,1,0,0,1,1,5,0,0,0,410,31,1,6,16000,0,4,4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
68725,"H",5,3100,3,13,1000000,999480,104,1,1,2,1,1,3,1,2,0,170,2,2,3,3,430,0,2,400,2,1,1,5,0,0,1,1,0,1,1,1,1,0,1e+05,1,120,7,0,0,0,0,0,1,6,40000,0,4,4,4,1,1,1,5,0,0,0,0,0,19,0,1,0,0,0,0,1,633,3,0,0,6,0,0,0,0
68760,"H",5,4100,3,13,1000000,999480,72,2,1,1,0,1,3,1,2,0,180,2,2,3,3,0,0,0,0,0,0,1,6,2,450,1,1,0,1,1,3,1,0,0,1,1,7,8,25600,1,630,30,1,3,25600,0,1,1,1,1,1,1,1,1,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,13,15,0
68807,"H",5,1402,3,13,1000000,999480,184,5,1,1,0,1,4,2,2,0,250,1,2,3,3,480,0,2,950,1,1,1,8,0,0,1,1,0,1,1,1,1,0,118000,2,2,5,1,69500,2,0,0,1,1,69500,0,2,2,2,1,1,1,3,1,5,0,0,1,21,0,1,0,1,0,0,2,1240,3,0,1,35,2,1,1,0
68907,"H",5,900,3,13,1000000,999480,77,3,1,1,0,1,3,2,2,0,90,1,2,3,3,390,0,2,550,2,1,1,5,0,0,1,1,0,1,1,1,1,0,130000,2,20,9,1,13800,2,0,0,3,1,13800,0,2,2,2,1,1,1,3,1,3,0,0,1,69,0,1,0,1,0,0,1,789,3,0,1,25,2,5,1,0
68994,"H",5,1502,3,13,1000000,999480,208,5,1,1,0,1,4,2,2,0,110,2,2,110,1,800,0,1,1100,1,1,1,8,0,0,1,1,0,1,1,1,1,0,178000,1,500,6,1,30000,2,0,0,2,1,30000,0,2,2,2,1,2,1,3,3,5,0,0,3,54,0,1,0,1,0,0,2,1362,3,0,1,28,1,3,2,79950
69013,"H",5,1800,3,13,1000000,999480,46,4,1,1,0,1,3,2,2,810,200,1,2,3,3,700,0,2,810,1,1,1,5,0,0,1,1,300,1,1,1,1,0,125000,3,60,8,1,61200,4,0,0,1,1,61200,0,4,4,4,1,1,1,4,0,4,0,0,0,43,0,1,0,0,1,1,1,2183,1,0,1,18,2,4,1,0
69177,"H",5,3300,3,13,1000000,999480,50,4,1,2,1,1,4,2,2,0,210,2,2,3,3,590,0,1,1300,1,1,1,7,0,0,1,1,0,1,1,1,1,0,250000,3,2,8,1,103200,2,0,0,1,1,103200,0,2,2,2,1,1,1,4,2,4,0,0,2,18,0,1,0,1,0,0,1,1510,3,0,1,33,2,1,1,0
69226,"H",5,4000,3,13,1000000,999480,76,2,1,2,1,1,3,2,2,0,170,2,2,3,3,800,0,1,690,1,1,1,6,0,0,1,1,0,1,1,1,1,0,165000,3,300,8,2,65600,4,0,0,1,1,65600,0,4,4,4,1,1,1,4,0,2,0,0,0,16,0,1,0,0,2,2,2,885,3,0,1,18,1,7,3,0
69231,"H",5,3900,3,13,1000000,999480,39,1,1,1,0,1,2,1,2,0,120,2,100,3,2,0,0,0,0,0,0,1,3,2,200,1,1,0,1,1,3,1,0,0,0,120,6,0,0,0,338,45,1,4,9000,0,4,4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
69246,"H",5,4300,3,13,1000000,999480,96,1,1,2,1,1,3,1,2,0,230,2,2,3,3,310,0,2,500,2,2,1,10,0,0,1,1,0,1,1,1,1,0,55000,2,2,6,0,0,0,0,0,1,6,14000,0,4,4,4,1,1,1,2,0,0,0,0,0,71,0,1,0,0,0,0,2,824,3,0,0,18,0,0,0,0
69391,"H",5,300,3,13,1000000,999480,61,1,1,0,0,1,1,9,0,0,1,2,1,1,2,0,0,0,0,0,0,1,3,2,190,1,1,0,1,1,3,1,0,0,0,1,7,0,0,0,190,27,1,6,8500,0,4,4,4,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
69432,"H",5,800,3,13,1000000,999480,88,2,1,2,1,1,3,2,2,0,370,2,2,3,3,1100,0,1,1500,1,1,1,6,0,0,1,1,50,1,1,1,1,0,275000,3,220,6,2,95100,4,0,0,1,1,95100,0,4,4,4,1,1,1,5,0,2,0,0,0,24,0,1,0,0,0,0,1,1938,2,0,1,26,2,2,3,0
69501,"H",5,400,3,13,1000000,999480,20,1,1,0,0,1,2,6,0,0,80,1,2,3,3,0,0,0,0,0,0,1,4,2,180,1,1,0,1,1,3,1,0,0,0,500,6,0,0,0,302,45,1,6,8100,0,4,4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
69559,"H",5,1000,3,13,1000000,999480,17,4,1,3,1,1,3,2,2,0,130,2,500,3,6,500,0,2,960,1,1,1,7,0,0,1,1,0,1,1,1,1,0,125000,2,2,1,2,76220,2,0,0,1,1,76220,0,2,2,2,1,1,1,6,1,4,0,0,1,18,0,1,0,1,0,0,2,1174,3,0,0,32,3,7,3,0
69609,"H",5,2200,3,13,1000000,999480,93,2,1,2,1,1,4,2,2,0,200,2,2,3,3,820,0,2,580,2,1,1,7,0,0,1,1,140,1,1,1,1,0,3e+05,2,1000,4,1,29260,4,0,0,1,1,29260,0,4,4,4,1,1,1,4,0,2,0,0,0,51,0,1,0,0,0,0,1,1232,2,0,1,31,2,1,1,0
69686,"H",5,1504,3,13,1000000,999480,166,3,1,0,0,1,1,8,0,0,150,2,2,3,3,0,0,0,0,0,0,1,3,2,510,1,1,0,1,1,3,1,0,0,3,860,7,5,12000,2,732,44,2,2,20000,0,2,2,2,1,2,1,5,1,2,0,1,1,0,2,1,0,1,0,0,2,0,0,1,0,0,1,10,10,0
69732,"H",5,2000,3,13,1000000,999480,62,2,1,1,0,1,2,2,2,0,50,2,600,70,1,350,0,0,0,0,3,1,4,0,0,1,1,0,1,1,2,1,0,220000,2,580,7,1,117200,4,0,0,1,1,117200,0,4,4,4,1,1,1,4,0,2,0,0,0,5,0,1,0,0,1,0,1,455,0,0,1,37,2,1,1,50738
69754,"H",5,400,3,13,1000000,999480,25,3,1,2,1,1,4,2,2,0,350,2,2,70,3,2100,0,1,1700,1,1,1,9,0,0,1,1,70,1,1,1,1,0,350000,5,480,7,1,200040,2,0,0,1,1,200040,0,2,2,2,1,1,1,5,1,3,0,0,1,13,0,1,0,1,0,0,1,2230,2,0,1,39,2,2,1,66728
69792,"H",5,3400,3,13,1000000,999480,71,1,1,1,0,1,2,2,2,0,30,2,2,3,3,0,0,0,0,0,0,1,4,0,0,1,1,0,1,1,4,1,0,0,1,440,2,0,0,0,0,0,1,4,9600,0,4,4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
69850,"H",5,500,3,13,1000000,999480,38,6,1,2,1,1,3,2,2,0,150,2,2,3,3,1200,0,2,600,2,1,1,9,0,0,1,1,0,1,1,1,1,0,150000,2,2,3,1,26000,3,0,0,1,1,26000,0,1,1,1,1,1,1,5,4,6,0,0,4,43,0,1,0,1,0,0,1,942,3,0,1,23,2,2,1,0
69870,"H",5,4000,3,13,1000000,999480,149,1,1,2,1,1,3,2,2,0,160,2,2,4,3,680,0,1,1300,1,1,1,6,0,0,1,1,0,1,1,1,1,0,210000,2,2,8,0,0,0,0,0,1,4,105000,0,4,4,4,1,1,1,4,0,0,0,0,0,17,0,1,0,0,1,0,1,1464,3,0,1,30,0,0,0,3178
69939,"H",5,4000,3,13,1000000,999480,62,2,1,2,1,1,4,2,2,0,200,2,2,90,3,2000,0,1,620,1,1,1,8,0,0,1,1,100,1,1,1,1,0,165000,1,620,7,4,64900,4,0,0,1,1,64900,0,4,4,4,1,1,1,4,0,2,0,0,0,20,0,1,0,0,2,2,1,1062,2,0,1,30,0,9,9,72775
69968,"H",5,1107,3,13,1000000,999480,282,5,1,1,0,1,3,2,2,0,260,2,2,3,3,0,0,0,0,0,0,1,6,2,940,1,1,0,1,1,3,1,0,0,2,400,3,2,53000,2,1233,28,1,1,53000,1,3,4,3,1,1,1,4,0,5,1,0,3,0,0,1,0,1,0,0,2,0,0,1,0,0,1,3,3,0
69974,"H",5,3800,3,13,1000000,999480,63,5,1,2,1,1,3,1,2,0,130,2,600,3,6,600,250,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,55000,3,2,6,1,67000,2,0,0,1,1,67000,0,2,2,2,1,1,1,5,3,5,0,0,3,5,0,1,0,1,0,0,1,272,0,0,0,7,2,1,1,0
69987,"H",5,3700,3,13,1000000,999480,49,2,1,0,0,1,2,8,0,0,1,2,1,3,3,0,0,0,0,0,0,1,5,1,2900,1,1,0,1,1,3,1,0,0,2,1,8,4,48400,4,2900,72,1,1,48400,0,4,4,4,1,1,1,3,0,2,0,0,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,9,9,0
70015,"H",5,1205,3,13,1000000,999480,215,2,1,1,0,1,2,3,2,0,70,1,2,50,3,0,0,0,0,0,0,1,4,2,190,1,1,0,1,1,3,1,0,0,1,310,6,7,10000,2,336,40,1,3,10000,0,2,2,2,1,1,1,6,1,2,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,14,13,22858
70069,"H",5,3900,3,13,1000000,999480,46,2,1,1,0,1,3,2,2,0,80,2,2,3,3,720,0,1,800,1,1,1,6,0,0,1,1,0,1,1,1,1,0,90000,1,420,7,2,40800,4,0,0,1,1,40800,0,4,4,4,1,1,1,5,0,2,0,0,0,27,0,1,0,0,2,0,1,915,3,0,1,22,1,3,3,0
70128,"H",5,3800,3,13,1000000,999480,63,1,1,1,0,1,2,1,2,0,100,2,2,3,3,0,960,0,0,0,3,1,3,0,0,1,1,0,1,1,2,1,0,9000,2,1,7,0,0,0,0,0,1,4,17000,0,4,4,4,1,1,1,5,0,0,0,0,0,13,0,1,0,0,0,0,2,187,0,0,0,3,0,0,0,0
70322,"H",5,2000,3,13,1000000,999480,75,1,1,2,1,1,3,2,2,0,100,2,2,3,3,600,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,150000,1,2,5,0,0,0,0,0,1,4,80000,0,4,4,4,1,1,1,1,0,0,0,0,0,5,0,1,0,0,0,0,1,358,0,0,1,37,0,0,0,0
70344,"H",5,2000,3,13,1000000,999480,59,2,1,2,1,1,4,2,2,0,90,2,2,3,3,400,0,0,0,0,3,1,8,0,0,1,1,0,1,1,2,1,0,220000,2,480,9,4,16700,4,0,0,1,1,16700,0,4,4,4,1,1,1,3,0,2,0,0,0,19,0,1,0,0,2,2,1,271,0,0,1,25,0,9,9,0
70426,"H",5,4000,3,13,1000000,999480,121,2,1,1,0,1,3,2,2,0,100,2,2,3,3,1000,0,2,670,1,1,1,5,0,0,1,1,0,1,1,1,1,0,78000,2,580,7,2,58000,4,0,0,1,1,58000,0,4,4,4,1,1,1,5,0,2,0,0,0,19,0,1,0,0,0,0,1,901,3,0,1,20,1,6,3,0
