"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACR","AGS","BATH","BDSP","BLD","BUS","CONP","ELEP","FS","FULP","GASP","HFL","INSP","MHP","MRGI","MRGP","MRGT","MRGX","REFR","RMSP","RNTM","RNTP","RWAT","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FINCP","FPARC","GRNTP","GRPIP","HHL","HHT","HINCP","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","NR","NRC","OCPIP","PARTNER","PLM","PSF","R18","R60","R65","RESMODE","SMOCP","SMX","SRNT","SVAL","TAXP","WIF","WKEXREL","WORKSTAT","BTUEL"
189809,"H",5,300,3,13,1000000,999480,65,1,1,1,NA,1,3,1,2,NA,140,2,320,30,3,NA,NA,NA,NA,NA,NA,1,5,NA,NA,1,1,NA,1,1,4,1,NA,NA,2,2,7,NA,NA,NA,NA,NA,1,6,12800,0,4,4,4,1,1,1,5,0,NA,0,0,0,NA,0,1,0,0,1,1,1,NA,NA,1,0,NA,NA,NA,NA,54039
190070,"H",5,1302,3,13,1000000,999480,104,2,1,1,NA,1,4,2,2,NA,240,2,2,50,1,1100,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,225000,2,600,6,4,41700,4,NA,NA,1,1,41700,0,4,4,4,1,1,1,6,0,2,0,0,0,14,0,1,0,0,2,2,1,491,NA,0,1,16,0,9,9,77316
190315,"H",5,2600,3,13,1000000,999480,74,3,1,1,NA,1,3,1,2,NA,140,2,2,50,1,80,0,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,14000,1,1200,6,7,22200,4,NA,NA,1,3,22200,0,4,4,4,1,1,1,4,0,3,0,0,0,17,0,1,0,0,0,0,2,319,NA,0,0,7,3,13,13,53899
190602,"H",5,3300,3,13,1000000,999480,190,4,1,1,NA,1,5,2,2,NA,170,2,2,80,1,770,NA,2,1200,1,1,1,11,NA,NA,1,1,NA,1,1,1,1,NA,160000,2,360,8,1,60700,2,NA,NA,4,1,60700,0,2,2,2,1,1,1,3,2,4,0,0,2,31,0,1,0,1,0,0,2,1544,3,0,1,34,2,2,1,62569
190897,"H",5,800,3,13,1000000,999480,155,2,1,NA,NA,1,1,8,NA,NA,100,2,2,3,3,NA,NA,NA,NA,NA,NA,1,3,2,770,1,1,NA,1,1,3,1,NA,NA,3,350,9,1,56000,4,899,19,1,1,56000,0,4,4,4,1,1,1,3,0,2,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,2,4,1,33407
191712,"H",5,1302,3,13,1000000,999480,61,3,1,1,NA,1,4,2,2,NA,210,2,2,50,1,500,NA,1,1600,1,1,1,9,NA,NA,1,1,250,1,1,1,1,NA,300000,3,780,6,1,150000,4,NA,NA,1,1,150000,0,4,4,4,1,1,1,5,0,3,0,0,0,17,0,1,0,0,0,0,2,2175,2,0,1,27,3,1,1,78247
192241,"H",5,2300,3,13,1000000,999480,139,2,1,NA,NA,1,2,7,NA,NA,130,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,600,1,1,NA,1,1,3,1,NA,NA,2,1,6,7,40600,4,730,22,1,3,40600,0,4,4,4,1,1,1,1,0,2,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,2,13,13,48331
192398,"H",5,1800,3,13,1000000,999480,57,1,1,NA,NA,1,1,9,NA,NA,60,2,2,50,1,NA,NA,NA,NA,NA,NA,1,3,2,520,1,1,NA,1,1,3,1,NA,NA,1,200,6,NA,NA,NA,647,24,1,6,33000,0,4,4,4,1,1,1,2,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,21165
192732,"H",5,1104,3,13,1000000,999480,175,2,1,NA,NA,1,2,9,NA,NA,140,2,2,3,3,NA,NA,NA,NA,NA,NA,1,6,2,1200,2,1,NA,1,1,3,1,NA,NA,2,1,10,NA,NA,NA,1340,26,1,7,62000,0,4,4,4,1,1,1,2,0,NA,0,1,0,NA,0,2,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,38071
193586,"H",5,1101,3,13,1000000,999480,61,1,1,1,NA,1,4,3,2,180,110,2,2,3,3,360,NA,2,1200,2,1,1,6,NA,NA,1,1,40,1,1,1,1,NA,180000,1,1,9,NA,NA,NA,NA,NA,1,6,140000,0,4,4,4,1,1,1,3,0,NA,0,0,0,15,0,1,0,0,0,0,1,1743,2,0,1,34,NA,NA,NA,38955
193797,"H",5,900,3,13,1000000,999480,28,2,1,1,NA,1,3,2,2,NA,240,2,2,3,3,440,NA,1,1000,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,130000,3,360,2,1,97000,4,NA,NA,1,1,97000,0,4,4,4,1,1,1,3,0,2,0,0,0,16,0,1,0,0,0,0,1,1270,3,0,1,16,2,1,1,85733
194718,"H",5,900,3,13,1000000,999480,104,4,1,1,NA,1,3,2,2,NA,60,2,2,310,1,NA,NA,NA,NA,NA,NA,1,11,2,730,1,1,NA,1,1,3,1,NA,NA,1,300,4,5,56000,2,1125,24,2,2,56000,0,2,2,2,1,2,1,2,3,4,0,0,3,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,1,10,10,25552
194771,"H",5,1102,3,13,1000000,999480,49,2,1,1,NA,1,2,3,2,NA,110,2,2,180,1,150,NA,1,1300,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,198000,3,490,7,1,155100,4,NA,NA,1,1,155100,0,4,4,4,1,1,1,3,0,2,0,0,0,13,0,1,0,0,0,0,1,1631,3,0,1,26,2,4,2,39606
195153,"H",5,2100,3,13,1000000,999480,62,2,1,3,1,1,3,2,2,NA,260,2,2,3,8,1800,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,220000,2,480,8,1,120000,4,NA,NA,1,1,120000,0,4,4,4,1,1,1,4,0,2,0,0,0,7,0,1,0,0,0,0,1,667,NA,0,0,38,2,1,1,88825
195182,"H",5,1302,3,13,1000000,999480,179,2,1,1,NA,1,4,2,2,NA,210,2,2,60,1,1800,NA,2,1400,1,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,400000,3,600,6,7,50000,2,NA,NA,1,3,50000,0,2,2,2,1,1,1,1,1,2,0,0,1,45,0,1,0,1,0,0,2,1870,3,0,1,32,1,13,13,58857
195843,"H",5,1103,3,13,1000000,999480,288,2,1,1,NA,1,3,2,2,NA,110,2,2,50,1,850,NA,1,2200,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,300000,2,600,5,1,118000,4,NA,NA,1,1,118000,0,4,4,4,1,1,1,4,0,2,0,0,0,25,0,1,0,0,0,0,2,2410,3,0,1,44,2,1,1,37593
196104,"H",5,2000,3,13,1000000,999480,177,6,1,2,1,1,2,2,2,NA,290,2,2,50,2,1000,NA,2,870,2,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,150000,2,400,1,5,26700,3,NA,NA,1,2,44700,0,3,3,3,1,1,1,4,4,5,0,1,4,40,2,1,0,1,0,0,2,1493,3,0,1,32,1,10,10,97331
196221,"H",5,1201,3,13,1000000,999480,91,2,1,NA,NA,1,2,9,NA,420,50,2,2,10,1,700,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,440000,1,120,8,4,189004,4,NA,NA,1,1,189004,0,4,4,4,1,1,1,1,0,2,0,0,0,8,0,1,0,0,2,1,1,1215,NA,0,0,66,0,9,9,19326
196513,"H",5,700,3,13,1000000,999480,45,1,1,1,NA,1,2,3,2,200,200,2,200,20,1,30,NA,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,80000,1,200,8,NA,NA,NA,NA,NA,1,6,8000,0,4,4,4,1,1,1,3,0,NA,0,0,0,79,0,1,0,0,1,1,1,524,NA,0,1,18,NA,NA,NA,82628
196889,"H",5,3500,3,13,1000000,999480,80,2,1,1,NA,1,3,2,2,NA,210,2,2,30,1,600,NA,1,840,1,1,1,8,NA,NA,1,1,100,1,1,1,1,NA,150000,4,500,4,2,103100,4,NA,NA,1,1,103100,0,4,4,4,1,1,1,4,0,2,0,0,0,14,0,1,0,0,2,2,1,1222,2,0,1,12,1,6,6,55268
197668,"H",5,1102,3,13,1000000,999480,89,1,1,NA,NA,1,2,7,NA,NA,130,2,2,30,1,NA,NA,NA,NA,NA,NA,1,4,2,750,1,1,NA,1,1,3,1,NA,NA,1,40,7,NA,NA,NA,913,31,1,6,35000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,38463
198250,"H",5,1600,3,13,1000000,999480,55,5,1,1,NA,1,4,2,2,NA,230,2,2,30,1,590,NA,1,660,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,80000,3,750,6,3,47400,1,NA,NA,1,1,47400,1,1,4,1,1,1,2,5,0,5,0,0,1,25,0,1,1,1,0,0,1,983,3,0,1,12,2,5,7,68977
198474,"H",5,1700,3,13,1000000,999480,29,1,1,NA,NA,1,1,6,NA,NA,60,2,2,3,3,NA,NA,NA,NA,NA,NA,1,3,2,800,1,1,NA,1,1,3,1,NA,NA,1,200,11,NA,NA,NA,877,31,1,6,34200,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,16606
198692,"H",5,2300,3,13,1000000,999480,103,2,1,NA,NA,1,2,7,NA,200,80,2,2,2,3,680,NA,NA,NA,NA,3,1,4,NA,NA,1,1,NA,1,1,2,1,NA,180000,2,1,4,NA,NA,NA,NA,NA,3,5,0,0,4,4,4,1,1,1,1,0,NA,0,1,0,NA,0,1,0,0,0,0,1,478,NA,0,0,28,NA,NA,NA,31090
199423,"H",5,3800,3,13,1000000,999480,82,3,1,1,NA,1,3,2,2,NA,110,2,2,60,1,700,NA,1,1100,1,1,1,10,NA,NA,1,1,NA,1,1,1,1,NA,150000,0,70,1,2,93300,2,NA,NA,1,1,93300,1,2,4,2,1,1,1,3,0,3,1,0,1,16,0,1,0,1,2,0,1,1276,3,0,1,26,1,3,3,44598
201247,"H",5,3200,3,13,1000000,999480,86,1,1,1,NA,1,3,2,2,NA,190,2,2,3,3,550,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,640000,1,650,4,NA,NA,NA,NA,NA,1,6,7800,0,4,4,4,1,1,1,7,0,NA,0,0,0,52,0,1,0,0,1,1,2,336,NA,0,1,13,NA,NA,NA,90357
202007,"H",5,2300,3,13,1000000,999480,85,1,1,1,NA,1,2,3,2,30,110,2,2,3,3,470,NA,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,1000000,1,40,7,NA,NA,NA,NA,NA,1,6,35000,0,4,4,4,1,1,1,4,0,NA,0,0,0,9,0,1,0,0,0,0,1,272,NA,0,1,22,NA,NA,NA,42544
202422,"H",5,2800,3,13,1000000,999480,50,1,1,NA,NA,1,3,6,NA,NA,70,2,2,2,3,NA,NA,NA,NA,NA,NA,1,5,2,750,1,1,NA,1,2,3,1,NA,NA,1,1,7,NA,NA,NA,820,55,1,6,18000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,19199
203571,"H",5,3100,3,13,1000000,999480,54,2,1,2,1,1,4,1,2,NA,100,2,2,470,2,0,4,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,10000,0,2,5,8,21600,4,NA,NA,1,3,21600,0,4,4,4,1,1,1,7,0,2,0,0,0,32,0,1,0,0,1,1,1,570,NA,0,0,2,0,15,15,49580
203827,"H",5,3000,3,13,1000000,999480,195,5,1,1,NA,1,4,2,2,NA,410,2,2,30,1,900,NA,1,1200,1,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,204000,2,480,7,2,170000,3,NA,NA,1,1,170000,0,3,3,3,1,1,1,3,3,5,0,0,3,12,0,1,0,1,0,0,2,1680,3,0,1,32,1,7,3,140380
204295,"H",5,1101,3,13,1000000,999480,68,1,1,1,NA,1,3,3,2,140,30,2,2,80,1,550,NA,1,1100,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,220000,1,1,8,NA,NA,NA,NA,NA,3,6,12700,0,4,4,4,1,1,1,4,0,NA,0,0,0,101,0,1,0,0,1,0,1,1350,3,0,1,34,NA,NA,NA,6735
204983,"H",5,3400,3,13,1000000,999480,187,1,1,NA,NA,1,1,5,NA,NA,70,2,2,3,3,NA,NA,NA,NA,NA,NA,1,2,2,600,1,1,NA,1,2,3,1,NA,NA,0,1,1,NA,NA,NA,670,67,1,4,12000,0,4,4,4,1,1,1,2,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,24993
206227,"H",5,600,3,13,1000000,999480,39,3,1,1,NA,1,4,2,2,NA,240,2,2,130,3,650,NA,2,420,2,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,275000,2,340,11,2,70060,4,NA,NA,1,1,70060,0,4,4,4,1,1,1,1,0,3,0,0,0,19,0,1,0,0,2,0,1,1108,3,0,1,40,1,9,6,58997
206512,"H",5,2500,3,13,1000000,999480,58,2,1,1,NA,1,3,2,2,NA,210,2,2,50,2,450,NA,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,55000,1,480,4,2,33000,4,NA,NA,1,1,33000,0,4,4,4,1,1,1,7,0,2,0,0,0,13,0,1,0,0,2,0,2,371,NA,0,1,10,1,7,3,66742
207449,"H",5,1106,3,13,1000000,999480,92,3,1,NA,NA,1,2,8,NA,NA,110,2,2,3,3,NA,NA,NA,NA,NA,NA,1,5,2,1400,1,1,NA,1,1,3,1,NA,NA,1,1,9,NA,NA,NA,1510,101,2,5,16000,0,4,4,4,1,1,1,1,0,NA,0,1,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,40692
207584,"H",5,3100,3,13,1000000,999480,65,4,1,2,1,1,3,1,2,NA,270,1,430,3,3,530,370,1,610,1,2,1,6,NA,NA,1,1,NA,1,1,1,1,NA,100000,1,240,7,1,13560,2,NA,NA,1,1,13560,0,2,2,2,1,1,1,4,1,4,0,0,1,86,0,1,0,1,0,0,1,967,3,0,0,10,3,5,4,84010
207600,"H",5,1106,3,13,1000000,999480,33,1,1,NA,NA,1,2,9,NA,NA,50,2,2,3,3,NA,NA,NA,NA,NA,NA,1,6,2,320,1,1,NA,1,1,3,1,NA,NA,1,30,12,NA,NA,NA,373,53,1,6,8400,0,4,4,4,1,1,1,2,0,NA,0,0,0,NA,0,1,0,0,1,1,1,NA,NA,1,0,NA,NA,NA,NA,10973
207709,"H",5,3200,3,13,1000000,999480,61,2,1,1,NA,1,4,2,2,NA,210,2,2,3,3,1800,NA,1,300,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,275000,2,400,6,1,278000,4,NA,NA,1,1,278000,0,4,4,4,1,1,1,6,0,2,0,0,0,2,0,1,0,0,1,0,1,543,3,0,1,29,2,1,1,70557
208173,"H",5,1202,3,13,1000000,999480,63,1,1,NA,NA,1,1,6,NA,NA,80,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,900,1,1,NA,1,1,3,1,NA,NA,1,450,10,NA,NA,NA,1018,20,1,4,61000,0,4,4,4,1,1,1,3,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,27296
208345,"H",5,2700,3,13,1000000,999480,126,3,1,NA,NA,1,2,7,NA,NA,80,1,2,100,1,NA,NA,NA,NA,NA,NA,1,4,2,120,1,1,NA,1,2,3,1,NA,NA,0,2,3,7,8000,3,300,45,1,3,8000,1,3,2,3,1,1,2,3,1,3,1,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,14,13,22966
208443,"H",5,1102,3,13,1000000,999480,62,1,1,1,NA,1,2,3,2,230,80,2,2,2,3,890,NA,2,2400,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,250000,1,280,10,NA,NA,NA,NA,NA,1,6,77200,0,4,4,4,1,1,1,2,0,NA,0,0,0,44,0,1,0,0,0,0,1,2807,3,0,1,52,NA,NA,NA,27681
208776,"H",5,1800,3,13,1000000,999480,53,1,1,1,NA,1,2,2,2,NA,10,2,2,30,1,590,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,90000,1,250,4,NA,NA,NA,NA,NA,1,6,21900,0,4,4,4,1,1,1,7,0,NA,0,0,0,9,0,1,0,0,1,1,1,159,NA,0,1,13,NA,NA,NA,321
212373,"H",5,3300,3,13,1000000,999480,65,1,1,2,1,1,2,2,2,NA,310,2,2,3,3,600,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,150000,1,2,5,NA,NA,NA,NA,NA,1,6,9000,0,4,4,4,1,1,1,7,0,NA,0,0,0,70,0,1,0,0,1,1,1,527,NA,0,1,32,NA,NA,NA,104851
212676,"H",5,3700,3,13,1000000,999480,60,1,1,1,NA,1,3,2,2,NA,240,2,2,3,3,600,NA,2,680,2,1,1,8,NA,NA,1,1,100,1,1,1,1,NA,140000,2,60,3,NA,NA,NA,NA,NA,1,4,20820,0,4,4,4,1,1,1,7,0,NA,0,0,0,65,0,1,0,0,0,0,2,1125,2,0,1,14,NA,NA,NA,58345
213389,"H",5,1304,3,13,1000000,999480,69,3,1,1,NA,1,3,3,2,NA,80,2,2,40,3,NA,NA,NA,NA,NA,NA,1,5,2,830,1,1,NA,1,1,3,1,NA,NA,2,820,7,7,29000,2,1018,42,1,3,29000,0,3,3,3,1,1,1,3,2,3,0,0,2,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,1,13,13,29394
213942,"H",5,1401,3,13,1000000,999480,118,2,1,NA,NA,1,3,7,NA,NA,230,2,2,3,3,NA,NA,NA,NA,NA,NA,1,6,2,700,1,1,NA,1,2,3,1,NA,NA,2,40,5,NA,NA,NA,933,36,1,5,31000,0,4,4,4,1,1,1,1,0,NA,0,1,0,NA,1,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,60505
213990,"H",5,3700,3,13,1000000,999480,89,2,1,1,NA,1,3,3,2,250,100,2,2,3,3,500,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,290000,2,1,6,4,46900,4,NA,NA,1,1,46900,0,4,4,4,1,1,1,5,0,2,0,0,0,12,0,1,0,0,2,2,1,475,NA,0,1,22,0,9,9,50791
214519,"H",5,300,3,13,1000000,999480,32,2,1,1,NA,1,2,1,2,NA,130,2,2,170,2,NA,NA,NA,NA,NA,NA,1,4,2,300,1,1,NA,1,1,3,1,NA,NA,1,1,6,5,23400,4,600,31,1,2,23400,0,4,4,4,1,1,1,3,0,2,0,0,0,NA,0,1,0,0,1,1,2,NA,NA,1,0,NA,1,11,10,42851
214754,"H",5,3200,3,13,1000000,999480,34,2,1,3,1,1,2,1,2,NA,80,2,2,30,2,50,0,NA,NA,NA,3,1,3,NA,NA,1,1,NA,1,1,2,1,NA,8000,2,2,6,1,59000,4,NA,NA,1,1,59000,0,4,4,4,1,1,1,3,0,2,0,0,0,2,0,1,0,0,0,0,1,116,NA,0,0,2,2,4,1,25344
214807,"H",5,4100,3,13,1000000,999480,58,2,1,2,1,1,3,2,2,NA,260,1,2,3,3,0,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,8000,1,30,6,8,63400,4,NA,NA,1,3,63400,0,4,4,4,1,1,1,6,0,2,0,0,0,6,0,1,0,0,1,1,1,301,NA,0,1,11,1,15,15,107802
215610,"H",5,1501,3,13,1000000,999480,92,1,1,1,NA,1,3,2,2,NA,110,2,2,30,1,800,NA,1,830,1,1,1,7,NA,NA,1,1,50,1,1,1,1,NA,115000,1,810,7,NA,NA,NA,NA,NA,1,6,64200,0,4,4,4,1,1,1,5,0,NA,0,0,0,20,0,1,0,0,0,0,1,1088,2,0,1,29,NA,NA,NA,57021
216131,"H",5,4100,3,13,1000000,999480,61,1,1,1,NA,1,3,2,2,NA,110,2,2,3,3,NA,NA,NA,NA,NA,NA,1,7,2,100,1,1,NA,1,1,3,1,NA,NA,1,2,1,NA,NA,NA,210,14,1,6,17900,0,4,4,4,1,1,1,4,0,NA,0,0,0,NA,0,1,0,0,1,1,1,NA,NA,1,0,NA,NA,NA,NA,41425
216632,"H",5,2300,3,13,1000000,999480,59,1,1,NA,NA,1,2,6,NA,NA,120,2,2,40,3,NA,NA,NA,NA,NA,NA,1,4,2,370,1,1,NA,1,1,3,1,NA,NA,1,1,6,NA,NA,NA,530,101,1,4,1300,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,56653
218461,"H",5,4200,3,13,1000000,999480,24,3,1,1,NA,1,3,1,2,NA,130,1,2,30,3,NA,NA,NA,NA,NA,NA,1,4,NA,NA,1,1,NA,1,1,4,1,NA,NA,0,110,5,8,0,2,NA,NA,1,3,0,0,2,2,2,1,1,1,3,2,3,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,0,15,15,50924
218642,"H",5,1302,3,13,1000000,999480,58,4,1,1,NA,1,5,2,2,NA,260,2,2,230,1,1600,NA,1,3400,1,1,1,14,NA,NA,1,1,NA,1,1,1,1,NA,480000,4,580,7,2,247800,4,NA,NA,1,1,247800,0,4,4,4,1,1,1,5,0,4,0,0,0,19,0,1,0,0,0,0,1,3938,3,0,1,62,3,3,3,113613
219472,"H",5,3100,3,13,1000000,999480,61,3,1,2,1,1,3,1,2,NA,180,2,2,20,2,430,0,2,380,2,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,65000,3,2,6,1,49180,4,NA,NA,1,1,49180,0,4,4,4,1,1,1,5,0,3,0,0,0,16,0,1,0,0,1,0,2,649,3,0,0,10,3,1,1,71379
220297,"H",5,1305,3,13,1000000,999480,29,1,1,NA,NA,1,1,9,NA,NA,60,2,2,3,3,NA,NA,NA,NA,NA,NA,1,3,2,670,1,1,NA,1,1,3,1,NA,NA,1,260,7,NA,NA,NA,752,101,1,6,6700,0,4,4,4,1,1,1,2,0,NA,0,0,0,NA,0,1,0,0,1,1,1,NA,NA,1,0,NA,NA,NA,NA,20281
221371,"H",5,2000,3,13,1000000,999480,223,3,1,NA,NA,1,3,6,NA,200,140,2,2,3,3,330,NA,2,500,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,185000,2,730,6,7,52400,2,NA,NA,1,3,52400,1,2,2,2,1,1,2,5,1,3,0,0,1,22,0,1,0,1,1,0,2,979,3,0,0,14,1,13,13,42374
221427,"H",5,1503,3,13,1000000,999480,81,2,1,1,NA,1,4,2,2,NA,110,2,2,3,3,0,NA,1,1000,1,1,1,7,NA,NA,1,1,120,1,1,1,1,NA,180000,4,540,7,NA,NA,NA,NA,NA,1,7,61400,0,4,4,4,1,1,1,5,0,NA,0,1,0,25,0,1,0,0,0,0,2,1275,1,0,1,22,NA,NA,NA,38948
221841,"H",5,3100,3,13,1000000,999480,60,1,1,1,NA,1,3,1,2,NA,70,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,300,1,1,NA,1,1,3,1,NA,NA,1,1,3,NA,NA,NA,370,34,1,6,13100,0,4,4,4,1,1,1,5,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,24300
222432,"H",5,1501,3,13,1000000,999480,68,2,1,1,NA,1,5,3,2,NA,110,2,2,120,1,0,NA,2,210,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,15000,3,1000,8,3,21000,4,NA,NA,4,1,21000,0,4,4,4,1,2,1,4,0,2,0,0,0,30,0,1,0,0,0,0,1,523,3,0,1,1,1,7,7,34550
222433,"H",5,1202,3,13,1000000,999480,117,2,1,NA,NA,1,1,6,NA,NA,80,2,2,3,3,NA,NA,NA,NA,NA,NA,1,3,2,1300,1,1,NA,1,1,3,1,NA,NA,0,480,7,4,21400,4,1420,80,1,1,21400,0,4,4,4,1,1,1,3,0,2,0,0,0,NA,0,1,0,0,2,2,1,NA,NA,1,0,NA,0,9,9,26057
223216,"H",5,3500,3,13,1000000,999480,78,2,1,1,NA,1,3,2,2,NA,210,2,2,30,3,650,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,379000,3,30,6,3,62350,4,NA,NA,1,1,62350,0,4,4,4,1,1,1,4,0,2,0,0,0,10,0,1,0,0,1,0,1,497,NA,0,1,36,1,6,7,71045
223713,"H",5,1502,3,13,1000000,999480,96,4,1,1,NA,1,4,2,2,NA,110,2,2,40,1,650,NA,2,1700,2,1,1,10,NA,NA,1,1,490,1,1,1,1,NA,300000,3,250,7,2,61500,2,NA,NA,1,1,61500,0,3,3,3,1,1,1,4,2,4,0,0,2,52,0,1,0,1,0,0,1,2648,1,0,1,40,1,7,3,39214
224085,"H",5,1800,3,13,1000000,999480,60,2,1,1,NA,1,3,3,2,NA,90,2,2,3,3,380,NA,1,1100,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,135000,1,200,8,7,57600,2,NA,NA,1,3,57600,0,2,2,2,1,1,1,3,1,2,0,0,1,25,0,1,0,1,0,0,2,1207,3,0,1,28,1,13,13,21847
224380,"H",5,1800,3,13,1000000,999480,35,2,1,NA,NA,1,2,6,NA,NA,110,1,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,360,1,1,NA,1,1,3,1,NA,NA,0,2,7,8,4800,1,470,101,1,3,4800,0,1,1,1,1,1,1,3,1,2,0,0,1,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,0,15,15,32690
224830,"H",5,2400,3,13,1000000,999480,88,2,1,1,NA,1,5,2,2,NA,370,2,2,40,1,1900,NA,2,1500,2,1,1,10,NA,NA,1,1,NA,1,1,1,1,NA,500000,2,640,7,2,228500,4,NA,NA,1,1,228500,0,4,4,4,1,1,1,5,0,2,0,0,0,13,0,1,0,0,0,0,1,2530,3,0,1,61,2,2,3,149818
225971,"H",5,700,3,13,1000000,999480,19,2,1,1,NA,1,3,2,2,NA,260,2,2,70,1,650,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,200000,2,490,6,1,73500,4,NA,NA,1,1,73500,0,4,4,4,1,1,1,5,0,2,0,0,0,8,0,1,0,0,0,0,1,517,NA,0,1,23,2,2,1,82226
225993,"H",5,800,3,13,1000000,999480,58,1,1,NA,NA,1,1,5,NA,NA,100,2,2,3,3,NA,NA,NA,NA,NA,NA,1,2,2,660,1,1,NA,1,1,3,1,NA,NA,1,1,9,NA,NA,NA,760,41,1,4,22000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,35355
226746,"H",5,1900,3,13,1000000,999480,58,1,1,1,NA,1,3,3,2,NA,80,2,2,30,1,380,NA,1,1000,1,1,1,4,NA,NA,1,1,NA,1,1,1,1,NA,150000,1,480,9,NA,NA,NA,NA,NA,1,6,62030,0,4,4,4,1,1,1,3,0,NA,0,0,0,22,0,1,0,0,1,0,2,1150,3,0,1,28,NA,NA,NA,30367
227072,"H",5,4200,3,13,1000000,999480,119,1,1,NA,NA,1,2,6,NA,NA,170,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,360,1,1,NA,1,1,3,1,NA,NA,1,700,10,NA,NA,NA,588,52,1,6,13500,0,4,4,4,1,1,1,2,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,49399
